5Time,P1,P2,P3,P4,S1,S2,S3
270090,1,0,1,1,0,0,43
270356,0,1,1,1,0,0,42
270622,0,1,0,0,0,0,43
270888,0,0,0,0,0,0,44
271154,0,0,0,0,0,0,44
271420,0,0,0,0,0,0,43
271686,0,0,0,0,0,0,43
271952,0,0,0,0,0,0,43
272218,0,0,0,0,0,0,44
272482,0,0,0,0,0,0,13
272749,0,0,0,0,0,0,43
273015,0,0,1,1,0,0,44
273281,0,0,1,1,0,0,43
273547,0,0,1,1,0,0,43
273813,1,0,0,0,0,0,43
274079,1,0,0,0,0,0,43
274345,1,0,0,0,0,0,43
274611,0,0,0,0,0,0,43
274877,0,0,0,0,0,0,44
275143,0,1,0,0,0,0,43
275409,0,1,0,0,0,0,43
275675,0,1,0,0,0,0,43
275941,0,0,0,0,0,0,45
276207,0,0,0,0,0,0,43
276473,0,0,1,0,0,0,45
276739,1,0,1,0,0,0,43
277005,1,0,1,0,0,0,43
277271,1,0,1,1,0,0,42
277537,1,0,1,1,0,0,45
277804,1,0,1,1,0,0,44
278070,0,0,0,1,0,0,43
278336,0,0,0,1,0,0,43
278602,0,0,0,0,0,0,44
278868,0,0,0,0,0,0,44
279134,0,1,0,0,0,0,43
279400,0,1,0,0,0,0,44
279666,0,0,0,0,0,0,44
279932,0,0,0,0,0,0,42
280198,0,0,0,0,0,0,43
280464,0,0,1,0,0,0,43
280730,0,0,1,0,0,0,44
280996,1,0,1,0,0,0,43
281262,1,0,0,0,0,0,43
281528,1,0,0,0,0,0,43
281794,0,0,0,1,0,0,44
282060,0,0,0,1,0,0,45
282326,0,0,0,0,0,0,45
282593,0,0,0,0,0,0,43
282859,0,0,0,0,0,0,44
283125,0,0,0,0,0,0,43
283391,0,1,0,0,0,0,43
283657,0,1,1,0,0,0,43
283923,1,1,1,0,0,0,44
284189,1,1,0,0,0,0,44
284455,1,1,0,1,0,0,43
284722,1,0,0,1,0,0,43
284988,1,0,0,1,0,0,43
285255,0,0,0,0,0,0,43
285521,0,0,0,0,0,0,43
285787,0,0,0,0,0,0,43
286054,0,0,0,0,0,0,43
286321,0,0,0,0,0,0,58
286587,0,0,0,0,0,0,43
286853,0,0,0,0,0,0,43
287119,0,0,0,0,0,0,44
287386,0,0,0,0,0,0,43
287652,0,0,0,0,0,0,43
287918,0,0,0,0,0,0,43
288184,1,1,1,1,0,0,44
288451,1,1,1,1,0,0,43
288717,1,1,1,1,0,0,44
288984,0,1,1,1,0,0,43
289250,0,0,1,1,0,0,43
289516,0,0,1,1,0,0,42
289782,0,0,1,1,0,0,43
290048,0,0,1,1,0,0,55
290315,0,0,1,1,0,0,43
290581,0,0,1,1,0,0,43
290847,0,0,1,1,0,0,43
291113,1,0,0,0,0,0,43
291379,1,0,0,0,0,0,44
291645,1,0,0,0,0,0,43
291911,1,0,0,0,0,0,42
292175,0,0,0,0,0,0,12
292441,0,1,0,0,0,0,43
292707,0,1,0,0,0,0,44
292973,0,1,0,0,0,0,42
293239,0,1,0,0,0,0,43
293505,0,0,0,1,0,0,42
293771,0,0,1,1,0,0,43
294037,0,0,1,1,0,0,42
294303,0,0,1,1,0,0,43
294569,0,0,0,1,0,0,43
294835,0,0,0,1,0,0,43
295101,1,0,0,1,0,0,42
295367,1,0,0,1,0,0,43
295631,0,0,0,0,0,0,13
295897,0,0,0,0,0,0,44
296163,0,0,0,0,0,0,42
296429,0,1,0,0,0,0,43
296695,0,1,0,0,0,0,43
296974,0,1,0,0,0,0,0
297241,0,0,0,0,0,0,42
297507,0,0,1,0,0,0,43
297773,0,0,1,0,0,0,42
298039,0,0,1,1,0,0,43
298305,0,0,1,1,0,0,44
298571,1,0,1,1,0,0,43
298837,1,0,1,0,0,0,43
299103,1,0,0,0,0,0,44
299369,0,0,0,0,0,0,43
299635,0,0,0,0,0,0,42
299914,0,1,0,0,0,0,0
300181,0,1,0,0,0,0,43
300447,0,0,0,0,0,0,43
300713,0,0,0,0,0,0,43
300979,0,0,0,0,0,0,43
301245,0,0,0,1,0,0,44
301511,0,0,1,1,0,0,43
301777,0,0,1,1,0,0,42
302043,0,0,0,0,0,0,44
302309,0,0,0,0,0,0,43
302575,0,0,0,0,0,0,43
302841,0,0,0,0,0,0,42
303107,0,0,0,0,0,0,43
303373,0,0,0,0,0,0,43
303652,1,1,0,0,0,0,0
303919,1,1,0,0,0,0,43
304185,1,1,0,0,0,0,45
304452,1,1,0,1,0,0,43
304718,0,1,0,1,0,0,46
304984,0,0,0,1,0,0,43
305250,0,0,0,0,0,0,42
305516,0,0,1,0,0,0,43
305782,0,0,1,0,0,0,44
306048,0,0,1,0,0,0,43
306314,0,0,1,0,0,0,43
306580,0,0,1,0,0,0,43
306846,0,0,0,0,0,0,44
307112,0,0,0,0,0,0,42
307378,0,1,0,0,0,0,43
307644,0,1,0,1,0,0,54
307911,0,1,0,1,0,0,43
308177,1,0,0,1,0,0,44
308443,1,0,0,1,0,0,43
308709,1,0,0,0,0,0,45
308976,0,0,0,0,0,0,43
309242,0,0,0,0,0,0,43
309508,0,0,0,0,0,0,43
309774,0,0,0,0,0,0,45
310041,0,0,0,0,0,0,43
310307,0,0,0,0,0,0,44
310573,0,1,0,0,0,0,42
310839,0,1,0,0,0,0,43
311105,0,1,0,0,0,0,43
311371,0,1,1,0,0,0,43
311638,0,0,1,1,0,0,43
311904,1,0,1,1,0,0,44
312170,1,0,1,1,0,0,43
312436,1,0,0,1,0,0,43
312702,1,0,0,1,0,0,43
312968,1,0,0,1,0,0,43
313234,0,0,0,1,0,0,47
313500,0,0,0,0,0,0,43
313766,0,0,0,0,0,0,44
314033,0,0,0,0,0,0,44
314299,0,0,0,0,0,0,43
314565,0,0,0,0,0,0,43
314831,0,1,1,0,0,0,44
315097,0,1,1,0,0,0,43
315363,0,0,1,0,0,0,43
315629,0,0,0,0,0,0,43
315895,0,0,0,1,0,0,43
316161,0,0,0,1,0,0,42
316427,1,0,0,0,0,0,43
316693,1,0,0,0,0,0,43
316959,1,0,0,0,0,0,43
317225,1,0,0,0,0,0,42
317491,1,0,0,0,0,0,43
317757,0,0,0,0,0,0,46
318023,0,1,0,0,0,0,46
318302,0,1,0,0,0,0,0
318582,0,1,1,0,0,0,0
318862,0,0,1,0,0,0,0
319142,0,0,0,0,0,0,0
319422,0,0,0,0,0,0,0
319702,0,0,0,0,0,0,0
319965,0,0,0,0,0,0,25
320231,0,0,0,1,0,0,43
320497,0,0,0,1,0,0,43
320763,0,0,0,1,0,0,46
321029,1,0,0,0,0,0,44
321295,1,0,0,0,0,0,44
321561,0,0,0,0,0,0,43
321827,0,0,1,0,0,0,43
322093,0,0,1,0,0,0,42
322359,0,1,1,0,0,0,43
322625,0,1,0,0,0,0,43
322891,0,1,0,0,0,0,43
323157,0,1,0,0,0,0,43
323423,0,0,0,0,0,0,55
323690,0,0,0,0,0,0,42
323956,0,0,0,0,0,0,43
324222,0,0,0,1,0,0,44
324488,1,0,0,1,0,0,44
324754,1,0,0,1,0,0,43
325020,1,0,1,1,0,0,44
325286,0,0,1,1,0,0,48
325553,0,0,1,1,0,0,44
325819,0,0,1,1,0,0,43
326085,0,0,1,1,0,0,44
326351,0,1,0,1,0,0,43
326617,0,1,0,1,0,0,44
326883,0,1,0,0,0,0,44
327149,0,1,0,0,0,0,44
327415,0,0,0,0,0,0,43
327681,0,0,0,0,0,0,44
327947,0,0,0,0,0,0,43
328213,1,0,0,0,0,0,43
328479,1,0,0,0,0,0,43
328745,1,0,0,0,0,0,43
329011,0,0,0,0,0,0,53
329278,0,0,1,1,0,0,43
329542,0,0,1,1,0,0,12
329808,0,0,1,1,0,0,44
330074,0,0,0,1,0,0,43
330340,0,0,0,1,0,0,43
330606,0,0,0,0,0,0,44
330872,0,0,0,0,0,0,44
331138,1,1,0,0,0,0,43
331404,1,1,0,0,0,0,43
331670,1,1,0,0,0,0,43
331936,0,1,0,0,0,0,45
332202,0,1,0,0,0,0,43
332468,0,1,0,0,0,0,54
332735,0,1,0,0,0,0,44
333001,0,1,0,0,0,0,42
333267,0,0,1,1,0,0,42
333533,0,0,1,1,0,0,43
333799,0,0,0,0,0,0,43
334065,0,0,0,0,0,0,42
334331,0,0,0,0,0,0,42
334597,1,0,0,0,0,0,43
334863,1,0,0,0,0,0,52
335130,1,0,0,0,0,0,43
335396,1,0,0,0,0,0,43
335662,1,0,0,0,0,0,44
335928,1,0,0,0,0,0,44
336194,0,0,0,1,0,0,44
336460,0,0,1,1,0,0,43
336726,0,1,1,0,0,0,45
336992,0,1,1,0,0,0,44
337258,0,1,1,0,0,0,43
337524,0,0,0,0,0,0,43
337791,0,0,0,0,0,0,43
338057,0,0,0,0,0,0,44
338323,1,0,0,0,0,0,43
338589,1,0,0,0,0,0,44
338855,1,0,0,0,0,0,43
339121,1,0,0,0,0,0,44
339387,1,0,0,1,0,0,43
339653,1,0,0,1,0,0,43
339920,1,1,1,1,0,0,43
340186,1,1,1,0,0,0,43
340452,0,1,0,0,0,0,42
340718,0,0,0,0,0,0,43
340984,0,0,0,0,0,0,44
341250,0,0,0,0,0,0,44
341516,0,0,0,0,0,0,43
341782,0,0,0,0,0,0,43
342048,0,0,0,0,0,0,45
342314,0,0,0,0,0,0,44
342580,0,0,0,0,0,0,44
342846,0,0,1,1,0,0,43
343112,1,0,1,1,0,0,43
343378,1,0,1,1,0,0,44
343644,1,1,1,1,0,0,43
343910,1,1,1,1,0,0,44
344176,0,1,1,1,0,0,43
344442,0,0,0,1,0,0,43
344706,0,0,0,1,0,0,12
344972,0,0,0,1,0,0,45
345238,0,0,0,0,0,0,43
345504,0,0,0,0,0,0,46
345770,0,0,0,0,0,0,43
346036,0,0,0,0,0,0,44
346302,0,0,0,0,0,0,43
346568,0,1,1,0,0,0,43
346834,1,1,1,0,0,0,43
347100,1,1,1,0,0,0,43
347366,1,0,0,0,0,0,43
347632,1,0,0,1,0,0,51
347899,1,0,0,1,0,0,43
348165,1,0,0,1,0,0,44
348431,1,0,0,0,0,0,52
348698,0,0,0,0,0,0,46
348964,0,0,0,0,0,0,43
349230,0,0,0,0,0,0,43
349496,0,0,0,0,0,0,44
349762,0,0,0,0,0,0,44
350028,0,0,0,0,0,0,45
350294,0,1,0,0,0,0,43
350560,0,1,0,0,0,0,43
350826,0,1,0,0,0,0,43
351092,1,0,0,0,0,0,44
351358,1,0,0,0,0,0,44
351624,0,0,0,0,0,0,43
351890,0,0,0,0,0,0,43
352156,0,0,0,0,0,0,44
352422,0,0,0,0,0,0,43
352688,0,0,0,0,0,0,42
352954,0,0,0,1,0,0,44
353220,0,0,0,1,0,0,42
353486,0,0,0,0,0,0,43
353765,0,0,0,0,0,0,0
354032,0,0,1,0,0,0,42
354298,0,0,1,0,0,0,47
354565,0,0,1,0,0,0,42
354831,0,0,0,0,0,0,42
355097,0,0,0,0,0,0,42
355363,0,1,0,0,0,0,43
355629,1,1,0,0,0,0,42
355895,1,1,0,1,0,0,43
356161,0,1,0,1,0,0,42
356427,0,1,0,1,0,0,42
356693,0,1,0,1,0,0,43
356959,0,1,0,0,0,0,42
357225,0,0,1,0,0,0,45
357491,0,0,1,0,0,0,43
357757,0,0,0,0,0,0,44
358023,0,0,0,0,0,0,42
358289,0,0,0,0,0,0,43
358555,1,0,0,0,0,0,43
358821,1,0,0,0,0,0,44
359087,1,0,0,0,0,0,43
359353,0,0,0,1,0,0,43
359619,0,0,0,1,0,0,43
359885,0,1,0,1,0,0,44
360151,0,1,0,0,0,0,44
360417,0,1,0,0,0,0,42
360683,0,0,0,0,0,0,43
360949,0,0,0,0,0,0,43
361215,0,0,0,0,0,0,43
361481,1,0,1,0,0,0,42
361747,1,0,1,0,0,0,42
362013,1,0,1,0,0,0,43
362279,1,0,1,1,0,0,43
362545,1,0,1,1,0,0,42
362811,1,0,0,1,0,0,46
363077,1,0,0,1,0,0,45
363343,0,0,0,1,0,0,45
363609,0,1,0,0,0,0,42
363875,0,1,0,0,0,0,44
364142,0,0,0,0,0,0,55
364408,0,0,0,0,0,0,43
364674,0,0,0,0,0,0,45
364940,0,0,0,0,0,0,42
365206,0,0,0,0,0,0,43
365472,0,0,0,0,0,0,43
365738,0,0,0,0,0,0,43
366004,0,0,0,0,0,0,44
366271,0,0,0,1,0,0,43
366538,0,0,0,1,0,0,42
366804,0,0,0,1,0,0,44
367070,0,0,0,0,0,0,43
367336,1,0,1,0,0,0,44
367602,1,1,1,0,0,0,43
367869,1,1,1,0,0,0,58
368135,1,1,0,0,0,0,43
368402,1,0,0,0,0,0,43
368668,1,0,0,0,0,0,44
368934,0,0,0,0,0,0,44
369200,0,0,0,0,0,0,42
369466,0,0,0,0,0,0,42
369732,0,0,0,0,0,0,43
369998,0,0,0,0,0,0,42
370264,0,0,0,0,0,0,43
370528,0,0,0,0,0,0,13
370794,0,1,0,0,0,0,43
371060,0,1,0,0,0,0,53
371327,0,1,0,0,0,0,44
371593,0,0,1,1,0,0,42
371859,0,0,1,1,0,0,55
372126,0,0,1,1,0,0,42
372392,0,0,0,0,0,0,42
372658,0,0,0,0,0,0,43
372924,0,0,0,0,0,0,45
373190,0,0,0,0,0,0,43
373456,0,0,0,0,0,0,42
373722,0,0,0,0,0,0,43
373988,0,0,0,0,0,0,44
374254,0,0,0,0,0,0,43
374520,1,0,1,0,0,0,44
374786,1,1,1,1,0,0,53
375053,1,1,1,1,0,0,43
375319,0,1,1,1,0,0,44
375585,0,0,0,0,0,0,42
375851,0,0,0,0,0,0,42
376117,0,0,0,0,0,0,43
376383,0,0,0,0,0,0,44
376649,0,0,0,0,0,0,43
376915,0,0,0,0,0,0,42
377181,0,0,0,0,0,0,43
377447,0,0,0,0,0,0,43
377713,0,0,0,1,0,0,42
377979,0,0,0,1,0,0,43
378245,1,0,0,1,0,0,43
378511,1,0,0,1,0,0,42
378777,1,0,0,1,0,0,43
379043,1,0,1,0,0,0,43
379309,1,0,1,0,0,0,43
379575,1,1,0,0,0,0,43
379841,1,1,0,0,0,0,42
380107,1,1,0,0,0,0,43
380374,0,0,0,0,0,0,55
380640,0,0,0,0,0,0,43
380906,0,0,0,0,0,0,45
381172,0,0,0,0,0,0,43
381438,0,0,0,1,0,0,45
381703,0,0,0,1,0,0,13
381969,0,0,0,1,0,0,42
382235,0,0,1,1,0,0,43
382501,0,0,1,1,0,0,43
382765,1,1,1,1,0,0,13
383029,1,1,0,1,0,0,13
383296,1,0,0,0,0,0,42
383562,1,0,0,0,0,0,43
383828,0,0,0,0,0,0,42
384094,0,0,0,0,0,0,44
384361,0,0,0,0,0,0,55
384627,0,0,0,0,0,0,42
384893,0,0,0,0,0,0,43
385159,0,0,0,0,0,0,46
385425,0,0,0,0,0,0,53
385692,0,1,1,0,0,0,44
385958,0,1,1,1,0,0,43
386216,0,0,0,1,0,0,100
386482,1,0,0,0,0,0,42
386746,1,0,0,0,0,0,12
387013,0,0,0,0,0,0,42
387279,0,0,0,0,0,0,43
387545,0,0,0,0,0,0,43
387811,0,0,0,0,0,0,43
388077,0,0,0,0,0,0,43
388343,0,0,0,0,0,0,43
388609,0,1,0,0,0,0,43
388875,0,1,0,0,0,0,43
389154,0,1,0,1,0,0,0
389421,0,1,1,1,0,0,43
389687,0,0,1,1,0,0,42
389953,0,0,1,0,0,0,44
390220,1,0,0,0,0,0,43
390486,1,0,0,0,0,0,43
390752,1,0,0,0,0,0,43
391019,0,0,0,0,0,0,42
391285,0,0,0,0,0,0,43
391551,0,0,0,0,0,0,43
391817,0,0,0,0,0,0,42
392083,0,0,0,0,0,0,42
392349,0,1,1,0,0,0,42
392615,0,1,1,1,0,0,43
392882,0,1,1,1,0,0,43
393148,0,1,1,1,0,0,42
393414,1,1,1,1,0,0,44
393680,1,0,1,1,0,0,43
393946,0,0,0,1,0,0,42
394212,0,0,0,0,0,0,43
394479,0,0,0,0,0,0,59
394743,0,0,0,0,0,0,14
395010,0,0,0,0,0,0,43
395277,0,0,0,0,0,0,43
395543,0,0,0,0,0,0,43
395822,0,0,0,0,0,0,0
396089,0,0,0,0,0,0,43
396368,0,1,1,0,0,0,0
396636,1,1,1,0,0,0,59
396902,1,1,0,0,0,0,43
397168,1,0,0,1,0,0,43
397434,0,0,0,1,0,0,43
397700,0,0,0,1,0,0,43
397966,0,0,0,0,0,0,43
398232,0,0,0,0,0,0,45
398498,0,0,0,0,0,0,43
398764,0,0,0,0,0,0,43
399030,0,0,1,0,0,0,43
399296,0,0,1,0,0,0,44
399562,1,1,1,0,0,0,42
399841,1,1,1,0,0,0,0
400121,1,1,1,0,0,0,0
400401,0,0,1,0,0,0,0
400681,0,0,1,0,0,0,0
400961,0,0,1,1,0,0,0
401241,0,0,1,1,0,0,0
401521,0,0,1,1,0,0,0
401782,0,0,1,1,0,0,65
402061,0,0,1,0,0,0,0
402328,0,0,0,0,0,0,43
402594,1,0,0,0,0,0,42
402860,1,0,0,0,0,0,43
403139,0,0,0,0,0,0,0
403406,0,0,0,0,0,0,42
403672,0,0,0,0,0,0,44
403938,0,0,0,0,0,0,43
404205,0,1,0,0,0,0,58
404471,0,1,0,1,0,0,42
404738,0,0,0,1,0,0,59
405005,0,0,0,1,0,0,57
405271,0,0,0,0,0,0,42
405537,0,0,0,0,0,0,43
405803,0,0,0,0,0,0,43
406069,0,0,0,0,0,0,44
406335,0,0,0,0,0,0,43
406601,0,0,1,0,0,0,43
406867,0,0,1,0,0,0,44
407133,1,0,1,0,0,0,43
407399,1,0,0,1,0,0,43
407665,0,0,0,1,0,0,43
407931,0,0,0,1,0,0,42
408197,0,0,0,1,0,0,43
408463,0,0,0,1,0,0,45
408729,0,0,0,0,0,0,44
408995,0,0,0,0,0,0,43
409261,0,1,0,0,0,0,43
409527,0,1,1,0,0,0,42
409793,0,1,1,0,0,0,43
410059,0,0,1,0,0,0,43
410325,0,0,0,0,0,0,43
410591,0,0,0,0,0,0,43
410857,0,0,0,0,0,0,43
411123,1,0,0,0,0,0,43
411389,1,0,0,1,0,0,44
411655,1,0,0,1,0,0,43
411921,0,0,0,0,0,0,42
412187,0,1,0,0,0,0,43
412453,0,1,0,0,0,0,42
412719,0,1,0,0,0,0,42
412985,0,1,0,0,0,0,43
413251,0,1,0,0,0,0,43
413517,0,1,1,0,0,0,42
413784,0,1,1,0,0,0,60
414050,0,1,1,0,0,0,43
414316,1,1,1,1,0,0,43
414582,1,1,1,1,0,0,44
414848,1,0,1,1,0,0,43
415114,1,0,1,1,0,0,43
415378,1,0,1,1,0,0,12
415644,1,0,1,1,0,0,43
415910,0,0,1,1,0,0,44
416176,0,0,1,1,0,0,43
416442,0,0,1,1,0,0,44
416708,0,0,0,0,0,0,43
416974,0,0,0,0,0,0,44
417240,0,1,0,0,0,0,44
417507,0,1,0,0,0,0,58
417773,0,1,0,0,0,0,43
418039,0,0,0,0,0,0,45
418305,0,0,0,0,0,0,43
418571,0,0,0,0,0,0,43
418837,0,0,0,0,0,0,43
419103,1,0,0,0,0,0,44
419369,1,0,0,0,0,0,43
419636,1,0,0,0,0,0,53
419903,0,0,1,1,0,0,43
420169,0,0,1,1,0,0,43
420435,0,1,1,1,0,0,43
420701,0,1,1,1,0,0,43
420967,0,1,1,1,0,0,43
421233,0,1,1,1,0,0,43
421499,0,1,1,0,0,0,43
421765,0,0,1,0,0,0,43
422031,0,0,0,0,0,0,44
422297,0,0,0,0,0,0,44
422563,0,0,0,0,0,0,42
422829,0,0,0,0,0,0,44
423095,1,0,0,0,0,0,43
423361,1,0,0,0,0,0,43
423627,1,0,0,0,0,0,43
423893,1,0,0,0,0,0,44
424159,0,0,0,0,0,0,43
424425,0,0,0,1,0,0,44
424691,0,1,0,1,0,0,43
424957,0,1,0,1,0,0,43
425223,0,1,0,0,0,0,44
425489,0,0,0,0,0,0,45
425755,0,0,1,0,0,0,43
426021,0,0,1,0,0,0,42
426287,0,0,0,0,0,0,43
426553,0,0,0,0,0,0,43
426819,0,0,0,0,0,0,42
427085,0,0,0,0,0,0,43
427351,1,0,0,0,0,0,43
427617,1,0,0,0,0,0,44
427898,1,0,0,1,0,0,44
428164,1,0,0,1,0,0,44
428430,0,0,0,1,0,0,43
428696,0,1,1,0,0,0,42
428962,0,1,1,0,0,0,43
429228,0,1,0,0,0,0,54
429495,0,1,0,0,0,0,43
429761,0,1,0,0,0,0,44
430027,0,0,0,0,0,0,42
430293,0,0,0,0,0,0,43
430559,0,0,0,0,0,0,43
430825,0,0,0,0,0,0,42
431091,0,0,0,0,0,0,43
431357,1,0,0,0,0,0,44
431623,1,0,0,1,0,0,43
431889,1,0,1,1,0,0,43
432155,0,0,1,1,0,0,43
432421,0,0,1,1,0,0,43
432687,0,1,0,1,0,0,42
432953,0,1,0,1,0,0,43
433219,0,1,0,1,0,0,42
433485,0,1,0,1,0,0,43
433751,0,1,0,0,0,0,45
434017,0,1,0,0,0,0,43
434283,1,1,0,0,0,0,44
434549,1,0,0,0,0,0,43
434816,0,0,1,0,0,0,59
435082,0,0,1,0,0,0,43
435348,0,0,1,0,0,0,43
435614,0,0,1,0,0,0,43
435880,0,0,1,0,0,0,42
436146,0,0,1,1,0,0,43
436412,0,0,0,1,0,0,43
436678,0,0,0,1,0,0,43
436944,0,0,0,0,0,0,43
437210,0,0,0,0,0,0,43
437476,0,0,0,0,0,0,46
437742,0,0,0,0,0,0,44
438008,0,0,0,0,0,0,44
438302,0,0,0,0,0,0,0
438612,1,0,1,0,0,0,0
438909,1,0,1,0,0,0,45
439175,1,1,0,0,0,0,43
439441,0,1,0,0,0,0,42
439707,0,1,0,0,0,0,43
